0.9 , 4.7
0.902 , 5.8
0.904 , 11.4
0.906 , 6.5
0.908 , 5.9
0.91 , 8.5
0.912 , 7.5
0.914 , 5.0
0.916 , 7.5
0.918 , 8.7
0.92 , 6.7
0.922 , 7.7
0.924 , 7.0
0.926 , 7.6
0.928 , 6.8
0.93 , 7.1
0.932 , 12.0
0.934 , 6.1
0.936 , 5.5
0.938 , 6.2
0.94 , 5.3
0.942 , 9.0
0.944 , 5.8
0.946 , 6.4
0.948 , 6.2
0.95 , 5.9
0.952 , 8.3
0.954 , 7.3
0.956 , 7.0
0.958 , 7.3
0.96 , 9.7
0.962 , 5.3
0.964 , 7.6
0.966 , 7.3
0.968 , 6.9
0.97 , 9.4
0.972 , 6.6
0.974 , 8.3
0.976 , 9.0
0.978 , 5.4
0.98 , 4.6
0.982 , 8.8
0.984 , 5.1
0.986 , 9.6
0.988 , 6.3
0.99 , 9.9
0.992 , 10.7
0.994 , 6.9
0.996 , 7.7
0.998 , 6.2
1.0 , 6.5
1.002 , 5.3
1.004 , 8.1
1.006 , 5.9
1.008 , 5.6
1.01 , 5.8
1.012 , 7.6
1.014 , 5.4
1.016 , 8.6
1.018 , 7.6
1.02 , 6.6
1.022 , 6.0
1.024 , 8.1
1.026 , 8.0
1.028 , 5.0
1.03 , 5.4
1.032 , 9.4
1.034 , 7.9
1.036 , 7.2
1.038 , 9.1
1.04 , 6.4
1.042 , 6.4
1.044 , 5.7
1.046 , 6.0
1.048 , 7.5
1.05 , 8.5
1.052 , 5.3
1.054 , 5.5
1.056 , 5.6
1.058 , 6.1
1.06 , 5.2
1.062 , 6.5
1.064 , 3.9
1.066 , 4.6
1.068 , 5.1
1.07 , 5.8
1.072 , 13.2
1.074 , 5.7
1.076 , 5.1
1.078 , 7.2
1.08 , 6.0
1.082 , 7.3
1.084 , 7.7
1.086 , 8.2
1.088 , 6.8
1.09 , 6.2
1.092 , 6.4
1.094 , 6.0
1.096 , 11.7
1.098 , 7.2
1.1 , 6.4
1.102 , 6.2
1.104 , 5.9
1.106 , 6.0
1.108 , 5.2
1.11 , 6.5
1.112 , 5.3
1.114 , 7.1
1.116 , 6.9
1.118 , 5.9
1.12 , 7.4
1.122 , 6.1
1.124 , 6.4
1.126 , 6.8
1.128 , 6.6
1.13 , 5.0
1.132 , 6.2
1.134 , 6.9
1.136 , 6.5
1.138 , 4.5
1.14 , 6.1
1.142 , 4.1
1.144 , 6.2
1.146 , 5.2
1.148 , 8.1
1.15 , 6.2
1.152 , 7.7
1.154 , 8.4
1.156 , 5.8
1.158 , 6.6
1.16 , 6.2
1.162 , 5.4
1.164 , 7.2
1.166 , 7.5
1.168 , 7.3
1.17 , 7.3
1.172 , 8.3
1.174 , 6.5
1.176 , 8.9
1.178 , 7.0
1.18 , 6.8
1.182 , 6.7
1.184 , 4.7
1.186 , 7.2
1.188 , 6.4
1.19 , 5.0
1.192 , 7.9
1.194 , 9.5
1.196 , 6.5
1.198 , 7.2
1.2 , 8.5
1.202 , 13.1
1.204 , 6.2
1.206 , 6.6
1.208 , 7.7
1.21 , 10.0
1.212 , 9.0
1.214 , 7.0
1.216 , 10.1
1.218 , 5.6
1.22 , 6.2
1.222 , 8.8
1.224 , 8.8
1.226 , 9.0
1.228 , 7.5
1.23 , 5.8
1.232 , 7.0
1.234 , 6.7
1.236 , 9.0
1.238 , 5.3
1.24 , 5.8
1.242 , 6.3
1.244 , 7.2
1.246 , 8.7
1.248 , 5.4
1.25 , 7.2
1.252 , 9.8
1.254 , 7.0
1.256 , 8.0
1.258 , 8.7
1.26 , 9.6
1.262 , 8.8
1.264 , 6.9
1.266 , 8.2
1.268 , 6.6
1.27 , 8.1
1.272 , 10.9
1.274 , 9.2
1.276 , 9.6
1.278 , 7.6
1.28 , 9.1
1.282 , 7.1
1.284 , 5.4
1.286 , 6.8
1.288 , 7.5
1.29 , 8.2
1.292 , 9.3
1.294 , 5.7
1.296 , 8.5
1.298 , 7.6